id,title,company,level,required_skills,nice_to_have,years_experience,salary_range
jd_0385,AI Engineer,RapidScale Inc.,Mid,"Python, Graph Neural Networks, PyTorch Geometric, NetworkX, Feature Engineering, SQL, Docker, Git, Collaborative Filtering, Spark","R, Bayesian Inference, Stan, Probabilistic Programming, PyMC",3,"$88,000 - $112,000"
jd_0386,Head of ML,Cascade Systems,Lead,"Python, NLP, spaCy, Transformers, BERT, MLflow, SQL, Docker, TorchServe","CUDA, C++, TensorRT, Model Quantization",10,"$170,000 - $210,000"
jd_0387,Senior Web Engineer,PeakSoft Labs,Senior,"Angular, Spring Boot, Java, MySQL, REST APIs, Docker","Infrastructure as Code, AWS CDK, GitOps, Terraform",5,"$140,000 - $170,000"
jd_0388,Staff Full Stack Engineer,KernelOps,Senior,"Vue.js, Laravel, PHP, MySQL, REST APIs, Docker, Git, CI/CD","Cypress, Playwright, Accessibility",6,"$140,000 - $170,000"
jd_0389,Lead Full Stack Developer,DataNexus Corp,Lead,"Next.js, TypeScript, Prisma, PostgreSQL, Tailwind CSS, Vercel, Git, REST APIs, React","D3.js, Data Visualization, SVG",10,"$175,000 - $215,000"
jd_0390,Head of Data Science,Apex Cloud Inc.,Lead,"Python, SQL, Anomaly Detection, Time Series, Pandas, Scikit-learn","API Integration, Docker, Kubernetes, Model Deployment, MLOps",8,"$155,000 - $195,000"
jd_0391,Analytics Scientist,YottaData Inc.,Mid,"Python, SQL, Statsmodels, Seaborn, Jupyter, Experiment Design, Pandas, Storytelling, Statistics","NLP, Entity Recognition, BERT, Sentiment Analysis",3,"$92,000 - $118,000"
jd_0392,Software Engineer I,HorizonTech,Junior,"Rust, Systems Programming, WebAssembly, Linux, Git, Performance Optimization, REST APIs, Docker","DuckDB, Go, Apache Arrow",1,"$62,000 - $82,000"
jd_0393,Quantitative Analyst,PeakSoft Labs,Mid,"Python, SQL, Pandas, NumPy, Looker, Statistics, A/B Testing","Community Detection, Neo4j, Link Prediction",3,"$95,000 - $120,000"
jd_0394,Backend Engineer,PeakSoft Labs,Mid,"Python, C++, Algorithm Design, Data Structures, System Design, Linux, Git, Code Review, Celery","Chaos Engineering, gRPC, eBPF",4,"$95,000 - $120,000"
jd_0395,Lead Analyst,Luminary Data Co.,Senior,"Python, SQL, Pandas, NumPy, Looker, Statistics, A/B Testing","NetworkX, Community Detection, Neo4j",7,"$145,000 - $175,000"
jd_0396,Principal Data Scientist,HorizonTech,Senior,"Python, SQL, Statsmodels, Seaborn, Jupyter, Experiment Design, Pandas, Storytelling","Entity Recognition, NLP, Sentiment Analysis, spaCy, BERT",5,"$135,000 - $165,000"
jd_0397,Staff ML Engineer,TurboStack,Senior,"Python, TensorFlow, Keras, Pandas, NumPy, MLOps, SQL, Cloud Platforms, REST APIs","TensorRT, C++, Rust, Model Quantization",7,"$128,000 - $158,000"
jd_0398,Principal Engineer,PeakSoft Labs,Senior,"Python, C++, Algorithm Design, Data Structures, System Design, Linux","ksqlDB, Schema Registry, Redis Streams, Apache Avro, Confluent",6,"$138,000 - $168,000"
jd_0399,ML Tech Lead,LatticeWorks,Lead,"Python, PyTorch, Computer Vision, OpenCV, CNNs, MLOps, Docker, REST APIs","Data Drift, Model Monitoring, Prometheus, Evidently, Grafana",10,"$168,000 - $208,000"
jd_0400,Infrastructure Engineer,Stellar Innovations,Mid,"AWS, CDK, EKS, Docker, Linux, Python, CloudFormation","Golden Images, AMI, Image Hardening, Packer",5,"$100,000 - $125,000"
jd_0401,Research Analyst,EvolveCloud,Mid,"Python, SQL, SciPy, Pandas, Matplotlib, Regression Analysis, Statistics, Excel","R Shiny, Interactive Dashboards, Plotly Dash, Bokeh, Streamlit",3,"$97,000 - $122,000"
jd_0402,Associate AI Engineer,NeuralPath Inc.,Junior,"Python, Speech Recognition, Whisper, PyTorch, Audio Processing, MLOps, Docker, Git, Feature Engineering","Model Monitoring, Evidently, Grafana",2,"$64,000 - $84,000"
jd_0403,Cloud Engineer I,JetStream Analytics,Junior,"Kubernetes, Argo CD, GitOps, Terraform, AWS, Docker, Linux, Helm","Operator Pattern, Crossplane, Custom Controllers",1,"$68,000 - $88,000"
jd_0404,Senior Software Engineer,ZenithSoft,Senior,"C++, Go, Microservices, Kubernetes, Docker, PostgreSQL, System Design, Agile, Java","Confluent, Apache Avro, Redis Streams, Schema Registry, ksqlDB",5,"$132,000 - $162,000"
jd_0405,Cloud Engineer I,FusionTech Systems,Junior,"AWS, Terraform, Kubernetes, Docker, Linux, Python, CI/CD, Networking","CIS Benchmarks, Golden Images, AMI, Image Hardening",1,"$64,000 - $84,000"
jd_0406,Infrastructure Engineer,HorizonTech,Mid,"GCP, Anthos, Terraform, Istio, Kubernetes, Docker","CIS Benchmarks, Image Hardening, Packer",3,"$100,000 - $125,000"
jd_0407,Principal Engineer,PulseDev Corp,Senior,"C#, .NET, Azure, SQL Server, REST APIs, Git, Unit Testing, Agile, CI/CD","Prometheus, Grafana, GraphQL, Terraform, AWS",7,"$145,000 - $175,000"
jd_0408,Backend Engineer,PeakSoft Labs,Mid,"Python, Flask, SQLAlchemy, PostgreSQL, Docker, Git, REST APIs, Pytest, Redis","AWS, Terraform, Prometheus, Grafana",4,"$93,000 - $119,000"
jd_0409,Research Analyst,XcelCloud,Mid,"Python, SQL, Anomaly Detection, Time Series, Pandas, Scikit-learn, Statistics, Git, Recommendation Engine, Tableau","dbt, ETL, Airflow",3,"$90,000 - $115,000"
jd_0410,Engineering Manager,GridAxis Solutions,Lead,"C++, Go, Microservices, Kubernetes, Docker, PostgreSQL","Azure, A/B Testing, Feature Flags, Contract Testing",8,"$170,000 - $210,000"
jd_0411,Software Engineer,VectorBase Inc.,Mid,"JavaScript, Node.js, TypeScript, PostgreSQL, REST APIs, Docker, Git, Jest","Redis Streams, Confluent, Apache Avro, ksqlDB",3,"$100,000 - $125,000"
jd_0412,Engineering Manager,EvolveCloud,Lead,"C++, Go, Microservices, Kubernetes, Docker, PostgreSQL, System Design, Agile","WebSockets, DuckDB, gRPC streaming, Apache Arrow",9,"$170,000 - $210,000"
jd_0413,Analytics Scientist,KernelOps,Mid,"Python, SQL, dbt, Looker, Statistics, A/B Testing, Pandas, Data Pipelines","Community Detection, NetworkX, Link Prediction",3,"$97,000 - $122,000"
jd_0414,Applied ML Engineer,KeystoneAI,Mid,"Python, Graph Neural Networks, PyTorch Geometric, NetworkX, Feature Engineering, SQL, Docker","Feast, dbt, Data Quality, Tecton",4,"$88,000 - $112,000"
jd_0415,Senior Full Stack Developer,UpStream Tech,Senior,"React, Node.js, TypeScript, DynamoDB, Lambda, AWS, Git","AWS CDK, Terraform, GitOps",6,"$132,000 - $162,000"
jd_0416,Junior Web Developer,Luminary Data Co.,Junior,"Vue 3, Nuxt, TypeScript, PostgreSQL, Pinia, Docker","Canvas API, SVG, D3.js, Data Visualization, Three.js",1,"$68,000 - $88,000"
jd_0417,Principal AI Engineer,ZenithSoft,Lead,"Python, Recommendation Systems, Collaborative Filtering, Spark, SQL, MLOps","Delta Lake, Feature Platform, Spark MLlib, Scala",9,"$165,000 - $205,000"
jd_0418,Cloud Engineer,SolidOps,Mid,"Kubernetes, Cilium, Service Mesh, Istio, Terraform, AWS, Linux","Reserved Instances, FinOps, Spot Instances, Cloud Cost Management, Rightsizing",4,"$88,000 - $112,000"
jd_0419,Software Engineer,ZenithSoft,Mid,"Python, Django, Celery, Redis, PostgreSQL, Docker","Schema Registry, ksqlDB, Apache Avro, Confluent, Redis Streams",3,"$88,000 - $112,000"
jd_0420,Web Application Developer,UpStream Tech,Mid,"Vue.js, Express, JavaScript, MongoDB, REST APIs, Docker, Git","Kafka, Server-Sent Events, Real-time",3,"$90,000 - $115,000"
jd_0421,Principal Data Scientist,Quantum Dynamics,Senior,"Python, SQL, Pandas, Matplotlib, Seaborn, Statistics, Excel, Storytelling, Clustering","BERT, spaCy, Sentiment Analysis, Entity Recognition, NLP",6,"$135,000 - $165,000"
jd_0422,Staff Engineer,YottaData Inc.,Senior,"Python, Flask, SQLAlchemy, PostgreSQL, Docker, Git, REST APIs, Pytest, Linux","Grafana, GraphQL, Terraform, AWS",7,"$138,000 - $168,000"
jd_0423,Senior SRE,LatticeWorks,Senior,"GCP, Terraform, GKE, Docker, Linux, Python, Networking, Security, Service Bus","Operator Pattern, Crossplane, Kubernetes API, CRDs",6,"$130,000 - $160,000"
jd_0424,Senior Web Engineer,HexaData Corp,Senior,"React, Python, FastAPI, PostgreSQL, Redis, Docker, Git, REST APIs","Meilisearch, Elasticsearch, Algolia, OpenSearch",8,"$135,000 - $165,000"
jd_0425,Full Stack Developer,Synapse AI Labs,Mid,"React, Node.js, GraphQL, MongoDB, Redis, AWS","Full-Text Search, Algolia, OpenSearch",4,"$100,000 - $125,000"
jd_0426,Full Stack Tech Lead,SkyBridge Tech,Lead,"Vue.js, Laravel, PHP, MySQL, REST APIs, Docker, Git, CI/CD, MongoDB","Three.js, D3.js, SVG, Canvas API, Data Visualization",8,"$155,000 - $195,000"
jd_0427,Entry-Level Data Scientist,ClearPath AI,Junior,"Python, SQL, Pandas, NumPy, Looker, Statistics, A/B Testing, Jupyter","Data Quality, Data Engineering, ETL",1,"$68,000 - $88,000"
jd_0428,Applied Data Scientist,Nexus Engineering,Mid,"Python, SQL, Causal Inference, Bayesian Statistics, Pandas, Scikit-learn, Jupyter, Git, Data Pipelines","Airflow, ETL, dbt",4,"$95,000 - $120,000"
jd_0429,Junior DevOps Engineer,JetStream Analytics,Junior,"GCP, BigQuery, Dataflow, Terraform, Python, Kubernetes, Docker, Linux, AKS, PowerShell","Vault, Service Discovery, Nomad, Secrets Management",1,"$68,000 - $88,000"
jd_0430,ML Engineer,KeystoneAI,Mid,"Python, Recommendation Systems, Collaborative Filtering, Spark, SQL, MLOps","Databricks, Delta Lake, Spark MLlib, Feature Platform",4,"$95,000 - $120,000"
jd_0431,Full Stack Developer,UltraML Corp,Mid,"React, Node.js, TypeScript, DynamoDB, Lambda, AWS, Git, REST APIs","Payment Integration, Auth0, Stripe, OAuth",3,"$90,000 - $115,000"
jd_0432,Lead Analyst,FlowData Corp,Senior,"Python, SQL, Pandas, Matplotlib, Seaborn, Statistics, Excel, Storytelling, Jupyter","Kubernetes, Docker, MLOps, Model Deployment, API Integration",8,"$138,000 - $168,000"
jd_0433,Cloud Engineer,Tandem Systems,Mid,"Azure, Terraform, AKS, Docker, Linux, PowerShell, CI/CD, IaC, GCP, Kubernetes","Reliability, Chaos Engineering, SLIs, Error Budgets",4,"$95,000 - $120,000"
jd_0434,Platform Engineer,Vanguard Systems,Mid,"Kubernetes, Argo CD, GitOps, Terraform, AWS, Docker, Linux, Helm","Linkerd, Traffic Management, Load Balancing",4,"$88,000 - $112,000"
jd_0435,Applied Data Scientist,Tandem Systems,Mid,"Python, SQL, Natural Language Processing, Text Mining, Pandas, Statistics, Jupyter","Bayesian Modeling, MCMC, Probabilistic Programming, Stan",4,"$97,000 - $122,000"
jd_0436,Staff ML Engineer,Stellar Innovations,Senior,"Python, Reinforcement Learning, PyTorch, OpenAI Gym, Distributed Training, Linux","Spark MLlib, Databricks, Delta Lake, Feature Platform, Scala",7,"$145,000 - $175,000"
jd_0437,Data Scientist,Apex Cloud Inc.,Mid,"Python, SQL, Spark, BigQuery, Tableau, Statistics, A/B Testing, Business Intelligence, Pandas","Entity Recognition, NLP, spaCy, Sentiment Analysis, BERT",4,"$100,000 - $125,000"
jd_0438,Full Stack Developer,Velocity Software,Mid,"Next.js, React, TypeScript, Supabase, PostgreSQL, Docker, Git","tRPC, API Design, OpenAPI, Contract Testing",4,"$100,000 - $125,000"
jd_0439,Associate Data Scientist,EvolveCloud,Junior,"Python, SQL, Pandas, Scikit-learn, XGBoost, Statistics, Tableau, Git","Link Prediction, NetworkX, Neo4j, Graph Analytics",0,"$68,000 - $88,000"
jd_0440,Data Scientist,HorizonTech,Mid,"Python, SQL, Pandas, Matplotlib, Seaborn, Statistics, Excel, Storytelling","spaCy, BERT, Entity Recognition, Sentiment Analysis, NLP",3,"$93,000 - $119,000"
jd_0441,Data Analyst (Scientist Track),Velocity Software,Junior,"Python, SQL, Spark, BigQuery, Tableau, Statistics, A/B Testing","Probabilistic Programming, MCMC, Stan, Bayesian Modeling",1,"$62,000 - $82,000"
jd_0442,AI Engineer,HorizonTech,Mid,"Python, PyTorch, Transformers, HuggingFace, MLflow, Kubernetes, Feature Engineering, Git, Recommendation Systems","PyMC, Stan, R, Probabilistic Programming, Bayesian Inference",3,"$93,000 - $119,000"
jd_0443,Software Engineer (Full Stack),ZenithSoft,Mid,"React, Node.js, GraphQL, MongoDB, Redis, AWS, Docker, Git","React Query, SWR, State Management, Zustand",4,"$95,000 - $120,000"
jd_0444,Senior Research Scientist,KernelOps,Senior,"Python, SQL, Natural Language Processing, Text Mining, Pandas, Statistics, Jupyter, Git","Model Deployment, MLOps, API Integration, Docker, Kubernetes",7,"$132,000 - $162,000"
jd_0445,Associate Full Stack Engineer,FlowData Corp,Junior,"Vue.js, Express, JavaScript, MongoDB, REST APIs, Docker, Git, HTML/CSS","Three.js, SVG, Data Visualization, D3.js",0,"$66,000 - $86,000"
jd_0446,Staff Cloud Engineer,MangoSoft,Senior,"GCP, Terraform, GKE, Docker, Linux, Python, Networking, Security, Kubernetes","Secrets Management, Vault, Service Discovery, Consul, Nomad",7,"$140,000 - $170,000"
jd_0447,AI Engineer,SkyBridge Tech,Mid,"Python, TensorFlow, Keras, Pandas, NumPy, MLOps, SQL, Cloud Platforms","BentoML, Seldon, Kubernetes, Model Registry",3,"$88,000 - $112,000"
jd_0448,Associate SDE,UpStream Tech,Junior,"Java, Microservices, Kafka, Spring Cloud, Redis, PostgreSQL, Docker, Kubernetes, Git","ksqlDB, Apache Avro, Confluent",1,"$60,000 - $80,000"
jd_0449,Full Stack Developer,PulseDev Corp,Mid,"React, Node.js, TypeScript, DynamoDB, Lambda, AWS, Git","Terraform, AWS CDK, Infrastructure as Code, CI/CD",5,"$93,000 - $119,000"
jd_0450,Cloud Engineer I,PulseDev Corp,Junior,"Terraform, Pulumi, AWS, GCP, Kubernetes, Docker","OPA, Kyverno, Policy as Code, RBAC, Admission Controllers",2,"$62,000 - $82,000"
jd_0451,Analytics Scientist,PeakSoft Labs,Mid,"Python, SQL, Pandas, Classification, Clustering, Scikit-learn, Statistics","Feature Store, Spark MLlib, Delta Lake, MLflow",4,"$100,000 - $125,000"
jd_0452,Research Engineer,LatticeWorks,Mid,"Python, PyTorch, Computer Vision, OpenCV, CNNs, MLOps","Milvus, LlamaIndex, Pinecone, Semantic Search, Weaviate",3,"$95,000 - $120,000"
jd_0453,ML Engineer,SkyBridge Tech,Mid,"Python, TensorFlow, Keras, Pandas, NumPy, MLOps, SQL, Cloud Platforms, PyTorch","Ray Serve, Kubernetes, BentoML, Model Registry, Seldon",5,"$88,000 - $112,000"
jd_0454,Entry-Level ML Developer,Apex Cloud Inc.,Junior,"Python, Speech Recognition, Whisper, PyTorch, Audio Processing, MLOps, Docker, Git","CUDA, C++, Rust, TensorRT",1,"$65,000 - $85,000"
jd_0455,ML Tech Lead,BetaOps Inc.,Lead,"Python, Multi-modal Models, Vision-Language, CLIP, PyTorch, Docker, Git","C++, Profiling, Memory Optimization, SIMD",9,"$170,000 - $210,000"
jd_0456,Senior Backend Engineer,QuantumLeap Tech,Senior,"Java, Scala, Apache Kafka, Spark, System Design, Git, REST APIs","Apache Pulsar, OpenTelemetry, React",7,"$130,000 - $160,000"
jd_0457,Software Developer,OmniData Systems,Mid,"Python, C++, Algorithm Design, Data Structures, System Design, Linux, Git","Feature Flags, A/B Testing, OpenAPI, Azure",4,"$93,000 - $119,000"
jd_0458,Cloud Engineer,AlphaStack Corp,Mid,"GCP, Terraform, GKE, Docker, Linux, Python","FluxCD, ArgoCD, GitOps",4,"$97,000 - $122,000"
jd_0459,Director of Analytics,ClearPath AI,Lead,"Python, SQL, SciPy, Pandas, Matplotlib, Regression Analysis, Statistics, Excel, Bayesian Statistics","Kubernetes, API Integration, Model Deployment, Docker, MLOps",10,"$170,000 - $210,000"
jd_0460,Associate SDE,Stellar Innovations,Junior,"Kotlin, Java, Android SDK, REST APIs, Git, Unit Testing","React, Elasticsearch, Apache Pulsar, TypeScript, OpenTelemetry",0,"$62,000 - $82,000"
jd_0461,Associate Data Scientist,AlphaStack Corp,Junior,"Python, SQL, Anomaly Detection, Time Series, Pandas, Scikit-learn, Statistics, Git","Data Quality, Airflow, dbt, Data Engineering",2,"$65,000 - $85,000"
jd_0462,Data Scientist,SkyBridge Tech,Mid,"Python, SQL, Pandas, NumPy, Statistics, Tableau, Jupyter, A/B Testing","Neural Networks, TensorFlow, Computer Vision, Deep Learning, PyTorch",3,"$92,000 - $118,000"
jd_0463,Senior Full Stack Developer,DataNexus Corp,Senior,"React Native, Node.js, TypeScript, MongoDB, REST APIs, Docker, Git","Kafka, Real-time, Redis Pub/Sub, Server-Sent Events",5,"$145,000 - $175,000"
jd_0464,Senior SRE,AlphaStack Corp,Senior,"AWS, ECS, Fargate, Terraform, Docker, Python, CI/CD, Networking","CRDs, Crossplane, Operator Pattern, Custom Controllers",6,"$138,000 - $168,000"
jd_0465,Engineering Lead,Apex Cloud Inc.,Lead,"C++, Go, Microservices, Kubernetes, Docker, PostgreSQL, System Design, Agile, Git, Python","WebSockets, Go, DuckDB, gRPC streaming, Apache Arrow",9,"$168,000 - $208,000"
jd_0466,Associate SDE,SkyBridge Tech,Junior,"Python, FastAPI, PostgreSQL, Redis, Docker, Git, REST APIs, TDD","Rust, Service Mesh, Chaos Engineering",2,"$68,000 - $88,000"
jd_0467,SDE II,SkyBridge Tech,Mid,"Python, Java, Spring Boot, Microservices, SQL, Git, Unit Testing, Agile, CI/CD","PubSub, LiveView, Elixir, Phoenix, GenServer",3,"$92,000 - $118,000"
jd_0468,Senior Data Scientist,DataNexus Corp,Senior,"R, Python, SQL, ggplot2, Shiny, Statistics, Data Cleaning, Storytelling, Jupyter","Ensemble Methods, Stacking, LightGBM, GBM, CatBoost",8,"$135,000 - $165,000"
jd_0469,Analytics Scientist,RiftData Labs,Mid,"Python, SQL, SciPy, Pandas, Matplotlib, Regression Analysis, Statistics, Excel, dbt","API Integration, Docker, MLOps, Kubernetes",4,"$97,000 - $122,000"
jd_0470,Web Application Developer,NovaSky Technologies,Mid,"Next.js, React, TypeScript, Supabase, PostgreSQL, Docker, Git, Tailwind CSS, DynamoDB","WebAssembly, Micro Frontends, Web Workers",4,"$97,000 - $122,000"
jd_0471,Staff Full Stack Engineer,WaveLogic Labs,Senior,"React, Next.js, TypeScript, PostgreSQL, GraphQL, Docker, Git, Tailwind CSS","Web Workers, WebAssembly, GraphQL Federation, PWA, Micro Frontends",8,"$145,000 - $175,000"
jd_0472,Senior Full Stack Developer,NovaSky Technologies,Senior,"Angular, .NET, C#, SQL Server, REST APIs, Azure, Docker","Web Workers, Micro Frontends, PWA, GraphQL Federation",6,"$128,000 - $158,000"
jd_0473,Backend Engineer,Pixel Craft Studio,Mid,"Python, FastAPI, PostgreSQL, Redis, Docker, Git, REST APIs, TDD, Algorithms","Redis Streams, Apache Avro, ksqlDB, Schema Registry",4,"$95,000 - $120,000"
jd_0474,Senior Data Scientist,LatticeWorks,Senior,"Python, SQL, Pandas, Monte Carlo Simulation, Statistics, Excel, Risk Modeling, Jupyter","Ensemble Methods, Stacking, CatBoost, LightGBM",7,"$140,000 - $170,000"
jd_0475,Principal Full Stack Engineer,Stratus Systems,Lead,"React, Node.js, TypeScript, DynamoDB, Lambda, AWS, Git, REST APIs","Payment Integration, Stripe, OAuth, Clerk, Auth0",9,"$168,000 - $208,000"
jd_0476,Quantitative Analyst,Cascade Systems,Mid,"Python, SQL, Databricks, Spark, Delta Lake, Statistics, Pandas, Tableau","API Integration, Model Deployment, Docker, MLOps, Kubernetes",4,"$92,000 - $118,000"
jd_0477,Associate SDE,Cascade Systems,Junior,"Kotlin, Java, Android SDK, REST APIs, Git, Unit Testing, Agile, CI/CD","Contract Testing, Feature Flags, A/B Testing, OpenAPI, Azure",1,"$68,000 - $88,000"
jd_0478,Entry-Level SDE,QuantumLeap Tech,Junior,"Java, Scala, Apache Kafka, Spark, System Design, Git, REST APIs","Grafana, Terraform, Prometheus",0,"$65,000 - $85,000"
jd_0479,Senior Research Engineer,Luminary Data Co.,Senior,"Python, Multi-modal Models, Vision-Language, CLIP, PyTorch, Docker, Git, REST APIs, Kubernetes","Prometheus, Evidently, Data Drift, Grafana, Model Monitoring",7,"$132,000 - $162,000"
jd_0480,Lead Data Scientist,Stratus Systems,Lead,"Python, SQL, Causal Inference, Bayesian Statistics, Pandas, Scikit-learn, Jupyter, Git, Matplotlib","Spark MLlib, Delta Lake, Databricks",10,"$155,000 - $195,000"
jd_0481,Product Engineer,RapidScale Inc.,Mid,"Vue.js, Express, JavaScript, MongoDB, REST APIs, Docker","Auth0, Stripe, Payment Integration",3,"$90,000 - $115,000"
jd_0482,Junior Cloud Engineer,UltraML Corp,Junior,"Azure, Terraform, Azure Functions, Event Grid, Service Bus, Python, Docker, Linux","Performance Tuning, Rust, Go, eBPF, Kernel Networking",2,"$64,000 - $84,000"
jd_0483,Staff Cloud Engineer,YottaData Inc.,Senior,"GCP, Terraform, GKE, Docker, Linux, Python","Packer, Golden Images, CIS Benchmarks, AMI",5,"$128,000 - $158,000"
jd_0484,Senior Cloud Engineer,Vanguard Systems,Senior,"Azure, Terraform, AKS, Docker, Linux, PowerShell, CI/CD","Dynatrace, OpenTelemetry, DataDog, Distributed Tracing",7,"$135,000 - $165,000"
jd_0485,Backend Engineer,HexaData Corp,Mid,"Python, C++, Algorithm Design, Data Structures, System Design, Linux, Git","Vector DBs, Python, ML basics, LLM APIs",3,"$97,000 - $122,000"
jd_0486,Lead Cloud Engineer,NovaSky Technologies,Lead,"Azure, Terraform, Azure Functions, Event Grid, Service Bus, Python, Docker, Linux","RBAC, OPA, Kyverno, Admission Controllers",10,"$160,000 - $200,000"
jd_0487,Engineering Manager,OmniData Systems,Lead,"C++, Multithreading, System Programming, Linux, CMake, Git","Feature Flags, Azure, OpenAPI",10,"$175,000 - $215,000"
jd_0488,Staff Full Stack Engineer,Meridian Analytics,Senior,"Angular, .NET, C#, SQL Server, REST APIs, Azure, Docker, Git, React","D3.js, Data Visualization, SVG",6,"$132,000 - $162,000"
jd_0489,Senior Platform Engineer,ClearPath AI,Senior,"AWS, Security Hub, IAM, KMS, Terraform, Kubernetes, Linux, Compliance","Dynatrace, Distributed Tracing, New Relic, OpenTelemetry, DataDog",7,"$128,000 - $158,000"
jd_0490,Lead ML Engineer,DawnByte Inc.,Lead,"Python, TensorFlow, TFX, Vertex AI, BigQuery, MLOps","Delta Lake, Databricks, Scala",10,"$170,000 - $210,000"
jd_0491,Software Engineer (Full Stack),KernelOps,Mid,"React, Next.js, TypeScript, PostgreSQL, GraphQL, Docker, Git, Tailwind CSS","Kafka, Real-time, WebSockets, Redis Pub/Sub",3,"$90,000 - $115,000"
jd_0492,Junior Web Developer,Synapse AI Labs,Junior,"Vue.js, Express, JavaScript, MongoDB, REST APIs, Docker, Git, HTML/CSS, PostgreSQL","Elasticsearch, Meilisearch, Full-Text Search",2,"$70,000 - $90,000"
jd_0493,Principal ML Engineer,ZenithSoft,Senior,"Python, TensorFlow, TFX, Vertex AI, BigQuery, MLOps, Feature Engineering, CI/CD, Docker","Data Quality, dbt, Tecton, Great Expectations, Feast",6,"$145,000 - $175,000"
jd_0494,Staff Full Stack Engineer,Stellar Innovations,Senior,"React, Ruby on Rails, PostgreSQL, Redis, Sidekiq, Docker","Real-time, Kafka, WebSockets, Redis Pub/Sub, Server-Sent Events",6,"$135,000 - $165,000"
jd_0495,Infrastructure Engineer,JetStream Analytics,Mid,"Terraform, Pulumi, AWS, GCP, Kubernetes, Docker","CIS Benchmarks, Image Hardening, AMI, Golden Images",5,"$92,000 - $118,000"
jd_0496,Senior Research Scientist,JupiterCloud,Senior,"Python, SQL, Pandas, Scikit-learn, Feature Engineering, Statistics","Stan, Bayesian Modeling, MCMC, Probabilistic Programming, PyMC",7,"$140,000 - $170,000"
jd_0497,Senior Research Engineer,HaloTech Systems,Senior,"Python, PyTorch, Transformers, HuggingFace, MLflow, Kubernetes, Feature Engineering, Git, Airflow","JAX, Julia, XLA, Distributed Training, TPU Programming",7,"$145,000 - $175,000"
jd_0498,Staff Data Scientist,UltraML Corp,Senior,"Python, SQL, Pandas, Time Series Analysis, Forecasting, Tableau","Data Quality, dbt, Data Engineering, Airflow, ETL",5,"$140,000 - $170,000"
jd_0499,Lead Data Scientist,TurboStack,Lead,"Python, SQL, Pandas, Monte Carlo Simulation, Statistics, Excel, Risk Modeling","Streamlit, R Shiny, Bokeh",8,"$168,000 - $208,000"
jd_0500,Full Stack Developer,Cascade Systems,Mid,"Angular, .NET, C#, SQL Server, REST APIs, Azure, Docker","Datadog, OpenTelemetry, Logging, Sentry, Monitoring",3,"$95,000 - $120,000"
