role,level,skill,course_name,course_type,course_url,time_to_complete,project_name,project_type,project_description,certification_name,cert_provider,cert_cost
Backend Engineer,Junior,Java,Java Programming Masterclass (Tim Buchalka),Paid,https://www.udemy.com/course/java-the-complete-java-developer-course/,80h,Banking System REST API,Free,"Build a Spring Boot banking API with JPA, transaction management, JWT auth, and unit tests — following a guided tutorial with focus on core concepts",Oracle Certified Professional Java SE,Oracle,Paid
Backend Engineer,Mid,Java,Java Programming Masterclass (Tim Buchalka),Paid,https://www.udemy.com/course/java-the-complete-java-developer-course/,80h,Banking System REST API,Free,"Build a Spring Boot banking API with JPA, transaction management, JWT auth, and unit tests — independently with documentation and debugging",Oracle Certified Professional Java SE,Oracle,Paid
Backend Engineer,Senior,Java,Java Programming Masterclass (Tim Buchalka),Paid,https://www.udemy.com/course/java-the-complete-java-developer-course/,80h,Banking System REST API,Free,"Build a Spring Boot banking API with JPA, transaction management, JWT auth, and unit tests — with production-grade error handling, testing, and documentation",Oracle Certified Professional Java SE,Oracle,Paid
Backend Engineer,Lead,Java,Java Programming Masterclass (Tim Buchalka),Paid,https://www.udemy.com/course/java-the-complete-java-developer-course/,80h,Banking System REST API,Free,"Build a Spring Boot banking API with JPA, transaction management, JWT auth, and unit tests — while mentoring a peer, writing ADRs, and reviewing code",Oracle Certified Professional Java SE,Oracle,Paid
Backend Engineer,Junior,Node.js,The Complete Node.js Developer Course (Andrew Mead),Paid,https://www.udemy.com/course/the-complete-nodejs-developer-course-2/,35h,Task Manager REST API,Free,"Build a CRUD REST API with authentication, file upload, and email notifications using Express and MongoDB — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Backend Engineer,Mid,Node.js,The Complete Node.js Developer Course (Andrew Mead),Paid,https://www.udemy.com/course/the-complete-nodejs-developer-course-2/,35h,Task Manager REST API,Free,"Build a CRUD REST API with authentication, file upload, and email notifications using Express and MongoDB — independently with documentation and debugging",N/A,N/A,N/A
Backend Engineer,Senior,Node.js,The Complete Node.js Developer Course (Andrew Mead),Paid,https://www.udemy.com/course/the-complete-nodejs-developer-course-2/,35h,Task Manager REST API,Free,"Build a CRUD REST API with authentication, file upload, and email notifications using Express and MongoDB — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Backend Engineer,Lead,Node.js,The Complete Node.js Developer Course (Andrew Mead),Paid,https://www.udemy.com/course/the-complete-nodejs-developer-course-2/,35h,Task Manager REST API,Free,"Build a CRUD REST API with authentication, file upload, and email notifications using Express and MongoDB — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Backend Engineer,Junior,PostgreSQL,The Complete SQL Bootcamp (Jose Portilla),Paid,https://www.udemy.com/course/the-complete-sql-bootcamp/,9h,Rental Property Analytics DB,Free,"Design a normalized schema for a rental platform, write complex queries, window functions, and indexes — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Backend Engineer,Mid,PostgreSQL,The Complete SQL Bootcamp (Jose Portilla),Paid,https://www.udemy.com/course/the-complete-sql-bootcamp/,9h,Rental Property Analytics DB,Free,"Design a normalized schema for a rental platform, write complex queries, window functions, and indexes — independently with documentation and debugging",N/A,N/A,N/A
Backend Engineer,Senior,PostgreSQL,The Complete SQL Bootcamp (Jose Portilla),Paid,https://www.udemy.com/course/the-complete-sql-bootcamp/,9h,Rental Property Analytics DB,Free,"Design a normalized schema for a rental platform, write complex queries, window functions, and indexes — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Backend Engineer,Lead,PostgreSQL,The Complete SQL Bootcamp (Jose Portilla),Paid,https://www.udemy.com/course/the-complete-sql-bootcamp/,9h,Rental Property Analytics DB,Free,"Design a normalized schema for a rental platform, write complex queries, window functions, and indexes — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Backend Engineer,Junior,Redis,Redis Bootcamp (Stephen Grider),Paid,https://www.udemy.com/course/redis-the-complete-developers-guide-p/,17h,Rate Limiter and Session Cache,Free,"Implement a rate limiter and session store using Redis with TTL, sorted sets, and pub/sub messaging — following a guided tutorial with focus on core concepts",Redis Certified Developer,Redis,Paid
Backend Engineer,Mid,Redis,Redis Bootcamp (Stephen Grider),Paid,https://www.udemy.com/course/redis-the-complete-developers-guide-p/,17h,Rate Limiter and Session Cache,Free,"Implement a rate limiter and session store using Redis with TTL, sorted sets, and pub/sub messaging — independently with documentation and debugging",Redis Certified Developer,Redis,Paid
Backend Engineer,Senior,Redis,Redis Bootcamp (Stephen Grider),Paid,https://www.udemy.com/course/redis-the-complete-developers-guide-p/,17h,Rate Limiter and Session Cache,Free,"Implement a rate limiter and session store using Redis with TTL, sorted sets, and pub/sub messaging — with production-grade error handling, testing, and documentation",Redis Certified Developer,Redis,Paid
Backend Engineer,Lead,Redis,Redis Bootcamp (Stephen Grider),Paid,https://www.udemy.com/course/redis-the-complete-developers-guide-p/,17h,Rate Limiter and Session Cache,Free,"Implement a rate limiter and session store using Redis with TTL, sorted sets, and pub/sub messaging — while mentoring a peer, writing ADRs, and reviewing code",Redis Certified Developer,Redis,Paid
Backend Engineer,Junior,Kafka,Apache Kafka Series – Learn Apache Kafka for Beginners (Stephane Maarek),Paid,https://www.udemy.com/course/apache-kafka/,8h,Real-Time Event Streaming Pipeline,Free,Build a Kafka producer/consumer pipeline that streams clickstream events and aggregates stats in real time — following a guided tutorial with focus on core concepts,Confluent Certified Developer for Apache Kafka (CCDAK),Confluent,Paid
Backend Engineer,Mid,Kafka,Apache Kafka Series – Learn Apache Kafka for Beginners (Stephane Maarek),Paid,https://www.udemy.com/course/apache-kafka/,8h,Real-Time Event Streaming Pipeline,Free,Build a Kafka producer/consumer pipeline that streams clickstream events and aggregates stats in real time — independently with documentation and debugging,Confluent Certified Developer for Apache Kafka (CCDAK),Confluent,Paid
Backend Engineer,Senior,Kafka,Apache Kafka Series – Learn Apache Kafka for Beginners (Stephane Maarek),Paid,https://www.udemy.com/course/apache-kafka/,8h,Real-Time Event Streaming Pipeline,Free,"Build a Kafka producer/consumer pipeline that streams clickstream events and aggregates stats in real time — with production-grade error handling, testing, and documentation",Confluent Certified Developer for Apache Kafka (CCDAK),Confluent,Paid
Backend Engineer,Lead,Kafka,Apache Kafka Series – Learn Apache Kafka for Beginners (Stephane Maarek),Paid,https://www.udemy.com/course/apache-kafka/,8h,Real-Time Event Streaming Pipeline,Free,"Build a Kafka producer/consumer pipeline that streams clickstream events and aggregates stats in real time — while mentoring a peer, writing ADRs, and reviewing code",Confluent Certified Developer for Apache Kafka (CCDAK),Confluent,Paid
Backend Engineer,Junior,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — following a guided tutorial with focus on core concepts",Docker Certified Associate,Docker,Paid
Backend Engineer,Mid,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — independently with documentation and debugging",Docker Certified Associate,Docker,Paid
Backend Engineer,Senior,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — with production-grade error handling, testing, and documentation",Docker Certified Associate,Docker,Paid
Backend Engineer,Lead,Docker,Docker & Kubernetes: The Practical Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/docker-kubernetes-the-practical-guide/,24h,Dockerized Microservices App,Free,"Containerize a 3-service app (frontend, backend, DB) with Docker Compose, volumes, and networking — while mentoring a peer, writing ADRs, and reviewing code",Docker Certified Associate,Docker,Paid
Backend Engineer,Junior,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — following a guided tutorial with focus on core concepts",Certified Kubernetes Administrator (CKA),CNCF,Paid
Backend Engineer,Mid,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — independently with documentation and debugging",Certified Kubernetes Administrator (CKA),CNCF,Paid
Backend Engineer,Senior,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — with production-grade error handling, testing, and documentation",Certified Kubernetes Administrator (CKA),CNCF,Paid
Backend Engineer,Lead,Kubernetes,Kubernetes for the Absolute Beginners (KodeKloud),Paid,https://www.udemy.com/course/learn-kubernetes/,8h,Microservices Deployment on K8s,Free,"Deploy a 3-tier app on a local Minikube cluster with Deployments, Services, ConfigMaps, and Ingress — while mentoring a peer, writing ADRs, and reviewing code",Certified Kubernetes Administrator (CKA),CNCF,Paid
Backend Engineer,Junior,REST APIs,"REST API Design, Development & Management (Rajeev Sakhuja)",Paid,https://www.udemy.com/course/rest-api/,11h,Weather Aggregator API,Free,Design and build a RESTful API that aggregates weather data from multiple public APIs with rate limiting — following a guided tutorial with focus on core concepts,N/A,N/A,N/A
Backend Engineer,Mid,REST APIs,"REST API Design, Development & Management (Rajeev Sakhuja)",Paid,https://www.udemy.com/course/rest-api/,11h,Weather Aggregator API,Free,Design and build a RESTful API that aggregates weather data from multiple public APIs with rate limiting — independently with documentation and debugging,N/A,N/A,N/A
Backend Engineer,Senior,REST APIs,"REST API Design, Development & Management (Rajeev Sakhuja)",Paid,https://www.udemy.com/course/rest-api/,11h,Weather Aggregator API,Free,"Design and build a RESTful API that aggregates weather data from multiple public APIs with rate limiting — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Backend Engineer,Lead,REST APIs,"REST API Design, Development & Management (Rajeev Sakhuja)",Paid,https://www.udemy.com/course/rest-api/,11h,Weather Aggregator API,Free,"Design and build a RESTful API that aggregates weather data from multiple public APIs with rate limiting — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Backend Engineer,Junior,gRPC,gRPC [Golang] Master Class: Build Modern API & Microservices (Clement Jean),Paid,https://www.udemy.com/course/grpc-golang/,6h,gRPC Calculator Service,Free,"Build a bidirectional streaming gRPC service in Go or Python with proto definitions, server, and client — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Backend Engineer,Mid,gRPC,gRPC [Golang] Master Class: Build Modern API & Microservices (Clement Jean),Paid,https://www.udemy.com/course/grpc-golang/,6h,gRPC Calculator Service,Free,"Build a bidirectional streaming gRPC service in Go or Python with proto definitions, server, and client — independently with documentation and debugging",N/A,N/A,N/A
Backend Engineer,Senior,gRPC,gRPC [Golang] Master Class: Build Modern API & Microservices (Clement Jean),Paid,https://www.udemy.com/course/grpc-golang/,6h,gRPC Calculator Service,Free,"Build a bidirectional streaming gRPC service in Go or Python with proto definitions, server, and client — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Backend Engineer,Lead,gRPC,gRPC [Golang] Master Class: Build Modern API & Microservices (Clement Jean),Paid,https://www.udemy.com/course/grpc-golang/,6h,gRPC Calculator Service,Free,"Build a bidirectional streaming gRPC service in Go or Python with proto definitions, server, and client — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Backend Engineer,Junior,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Backend Engineer,Mid,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — independently with documentation and debugging",N/A,N/A,N/A
Backend Engineer,Senior,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Backend Engineer,Lead,SQL,SQL for Data Analysis (Mode Analytics),Free,https://mode.com/sql-tutorial/,10h,Sales Analytics Dashboard Queries,Free,"Write complex SQL queries with CTEs, window functions, and subqueries to answer 10 business questions on a sales DB — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Backend Engineer,Junior,System Design,Grokking the System Design Interview (Educative.io),Paid,https://www.educative.io/courses/grokking-the-system-design-interview,15h,URL Shortener System,Free,"Design and implement a URL shortener with Redis caching, consistent hashing, rate limiting, and analytics endpoint — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Backend Engineer,Mid,System Design,Grokking the System Design Interview (Educative.io),Paid,https://www.educative.io/courses/grokking-the-system-design-interview,15h,URL Shortener System,Free,"Design and implement a URL shortener with Redis caching, consistent hashing, rate limiting, and analytics endpoint — independently with documentation and debugging",N/A,N/A,N/A
Backend Engineer,Senior,System Design,Grokking the System Design Interview (Educative.io),Paid,https://www.educative.io/courses/grokking-the-system-design-interview,15h,URL Shortener System,Free,"Design and implement a URL shortener with Redis caching, consistent hashing, rate limiting, and analytics endpoint — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Backend Engineer,Lead,System Design,Grokking the System Design Interview (Educative.io),Paid,https://www.educative.io/courses/grokking-the-system-design-interview,15h,URL Shortener System,Free,"Design and implement a URL shortener with Redis caching, consistent hashing, rate limiting, and analytics endpoint — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Backend Engineer,Junior,CI/CD,GitHub Actions - The Complete Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/github-actions-the-complete-guide/,14h,Automated Deploy Pipeline,Free,"Create a GitHub Actions pipeline that runs tests, builds Docker images, and deploys to a cloud service on merge — following a guided tutorial with focus on core concepts",N/A,N/A,N/A
Backend Engineer,Mid,CI/CD,GitHub Actions - The Complete Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/github-actions-the-complete-guide/,14h,Automated Deploy Pipeline,Free,"Create a GitHub Actions pipeline that runs tests, builds Docker images, and deploys to a cloud service on merge — independently with documentation and debugging",N/A,N/A,N/A
Backend Engineer,Senior,CI/CD,GitHub Actions - The Complete Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/github-actions-the-complete-guide/,14h,Automated Deploy Pipeline,Free,"Create a GitHub Actions pipeline that runs tests, builds Docker images, and deploys to a cloud service on merge — with production-grade error handling, testing, and documentation",N/A,N/A,N/A
Backend Engineer,Lead,CI/CD,GitHub Actions - The Complete Guide (Maximilian Schwarzmüller),Paid,https://www.udemy.com/course/github-actions-the-complete-guide/,14h,Automated Deploy Pipeline,Free,"Create a GitHub Actions pipeline that runs tests, builds Docker images, and deploys to a cloud service on merge — while mentoring a peer, writing ADRs, and reviewing code",N/A,N/A,N/A
Backend Engineer,Junior,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — following a guided tutorial with focus on core concepts",AWS Solutions Architect Associate,AWS,Paid
Backend Engineer,Mid,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — independently with documentation and debugging",AWS Solutions Architect Associate,AWS,Paid
Backend Engineer,Senior,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — with production-grade error handling, testing, and documentation",AWS Solutions Architect Associate,AWS,Paid
Backend Engineer,Lead,AWS,AWS Certified Solutions Architect – Associate (Stephane Maarek),Paid,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c03/,27h,Serverless Image Processing Pipeline,Free,"Build an S3-triggered Lambda that resizes images, stores metadata in DynamoDB, and sends SNS notifications — while mentoring a peer, writing ADRs, and reviewing code",AWS Solutions Architect Associate,AWS,Paid
